"Stazione";"Quercianella"
"Codice";"TOS11000513"
"Comune";"Livorno"
"Provincia";"LI"
"GB [m]";"E";1609020;"N";4814970
"WGS84 [°]";"Lat";43.480;"Lon";10.348
"Quota [m]";244,00

;;;ATTENZIONE i dati sono nel fomato csv ed utilizzano
;;;come separatore di colonna il "punto e virgola" e
;;;come separatore decimale la "virgola"
;;;verificare le proprie impostazioni internazionali per una corretta visulizzazione.
;;;Il valore -9999 corrisponde a dato mancante
;;;Il valore contrassegnato con @ corrisponde al dato mancante
;;;Il valore contrassegnato con V corrisponde al dato validato
;;;Il valore contrassegnato con P corrisponde al dato prevalidato soggetto ad eventuali modifiche
;;;(consultare la sezione Criteri di validazione)

"gg/mm/aaaa";"Vel Med [m/s]";"Dir Med";"Vel Max [m/s]"
01/01/2010;6,9;S;14,8
02/01/2010;6,5;O;13,0
03/01/2010;4,4;E;6,5
04/01/2010;8,6;E;12,4
05/01/2010;7,0;E;11,5
06/01/2010;5,4;NE;12,4
07/01/2010;5,0;N;10,2
08/01/2010;6,6;E;13,2
09/01/2010;8,0;N;16,7
10/01/2010;3,8;N;6,4
11/01/2010;2,2;O;6,4
12/01/2010;1,8;NE;4,3
13/01/2010;5,9;E;9,3
14/01/2010;5,6;E;9,6
15/01/2010;10,5;NE;14,6
16/01/2010;8,6;NE;14,1
17/01/2010;3,6;E;6,5
18/01/2010;5,4;NE;8,6
19/01/2010;3,6;NE;8,8
20/01/2010;4,5;SE;6,6
21/01/2010;5,9;E;11,6
22/01/2010;6,6;NE;11,4
23/01/2010;6,6;E;11,3
24/01/2010;3,2;SE;6,5
25/01/2010;6,4;SE;11,9
26/01/2010;12,5;NE;19,6
27/01/2010;12,2;NE;17,1
28/01/2010;1,9;NE;5,1
29/01/2010;3,9;N;12,7
30/01/2010;5,6;SO;15,0
31/01/2010;5,6;N;10,0
01/02/2010;3,5;NE;6,7
02/02/2010;2,9;SE;5,8
03/02/2010;6,2;SE;10,2
04/02/2010;4,7;NE;7,6
05/02/2010;8,1;SE;16,1
06/02/2010;5,4;O;9,4
07/02/2010;8,7;NE;13,9
08/02/2010;5,8;NE;9,3
09/02/2010;6,8;E;12,9
10/02/2010;7,2;NE;14,1
11/02/2010;5,7;E;8,4
12/02/2010;4,2;N;7,5
13/02/2010;2,7;SE;6,8
14/02/2010;6,1;NE;9,7
15/02/2010;3,7;NE;9,7
16/02/2010;8,0;SE;11,8
17/02/2010;6,7;NE;10,9
18/02/2010;3,7;SO;9,8
19/02/2010;9,2;SE;19,4
20/02/2010;6,7;N;14,8
21/02/2010;4,0;O;10,5
22/02/2010;3,4;S;9,4
23/02/2010;3,3;SE;8,5
24/02/2010;2,6;SO;5,3
25/02/2010;5,3;S;9,4
26/02/2010;7,7;SE;13,1
27/02/2010;3,6;O;9,2
