"Stazione";"Montecarlo"
"Codice";"TOS11000031"
"Comune";"Montecarlo"
"Provincia";"LU"
"GB [m]";"E";1632985;"N";4855765
"WGS84 [°]";"Lat";43.843;"Lon";10.654
"Quota [m]";72,19

;;;ATTENZIONE i dati sono nel fomato csv ed utilizzano
;;;come separatore di colonna il "punto e virgola" e
;;;come separatore decimale la "virgola"
;;;verificare le proprie impostazioni internazionali per una corretta visulizzazione.
;;;Il valore -9999 corrisponde a dato mancante
;;;Il valore contrassegnato con @ corrisponde al dato mancante
;;;Il valore contrassegnato con V corrisponde al dato validato
;;;Il valore contrassegnato con P corrisponde al dato prevalidato soggetto ad eventuali modifiche
;;;(consultare la sezione Criteri di validazione)

"gg/mm/aaaa";"Vel Med [m/s]";"Dir Med";"Vel Max [m/s]"
07/09/2017;1,5;NO;5,8
08/09/2017;1,1;NE;5,8
09/09/2017;1,2;N;11,2
10/09/2017;1,2;N;6,8
11/09/2017;1,2;N;6,0
12/09/2017;1,6;N;8,4
13/09/2017;1,1;NO;5,5
14/09/2017;1,0;NO;6,3
15/09/2017;1,0;NO;4,9
16/09/2017;0,8;NO;4,0
17/09/2017;1,6;NE;8,9
18/09/2017;0,9;O;5,9
19/09/2017;0,8;O;4,8
20/09/2017;1,0;N;5,9
21/09/2017;1,0;N;6,4
22/09/2017;0,9;S;4,7
23/09/2017;0,9;SE;4,5
24/09/2017;0,7;N;3,2
25/09/2017;0,8;N;4,6
26/09/2017;1,1;N;7,3
27/09/2017;1,0;N;5,6
28/09/2017;0,8;N;3,2
29/09/2017;0,7;NO;3,4
30/09/2017;0,8;NO;3,5
01/10/2017;0,6;NO;2,5
02/10/2017;0,7;N;3,6
03/10/2017;0,7;NO;3,7
04/10/2017;0,8;NO;3,5
05/10/2017;0,8;N;4,9
06/10/2017;1,1;NO;8,5
07/10/2017;1,0;NE;5,1
08/10/2017;0,7;NO;3,0
09/10/2017;0,7;N;3,6
10/10/2017;0,7;N;3,7
11/10/2017;0,8;NO;3,7
12/10/2017;0,7;N;4,6
13/10/2017;0,8;NO;3,6
14/10/2017;0,6;NO;3,2
15/10/2017;0,7;NO;3,1
16/10/2017;0,7;N;3,1
17/10/2017;0,6;N;3,0
18/10/2017;0,6;NO;2,8
19/10/2017;0,8;N;4,0
20/10/2017;0,6;NO;3,4
21/10/2017;0,7;E;3,7
22/10/2017;1,3;N;7,1
23/10/2017;0,8;N;3,7
24/10/2017;0,8;NO;3,1
25/10/2017;0,8;NO;2,5
26/10/2017;0,7;NO;3,4
27/10/2017;0,7;NE;3,4
28/10/2017;0,9;N;5,2
29/10/2017;1,1;NE;6,4
30/10/2017;0,9;NO;4,6
31/10/2017;1,0;N;6,1
01/11/2017;0,6;N;2,7
02/11/2017;0,6;NO;3,8
03/11/2017;0,5;O;2,8
