"Stazione";"Prato Università"
"Codice";"TOS01001205"
"Comune";"Prato"
"Provincia";"PO"
"GB [m]";"E";1668657;"N";4861320
"WGS84 [°]";"Lat";43.886;"Lon";11.099
"Quota [m]";65,00

;;;ATTENZIONE i dati sono nel fomato csv ed utilizzano
;;;come separatore di colonna il "punto e virgola" e
;;;come separatore decimale la "virgola"
;;;verificare le proprie impostazioni internazionali per una corretta visulizzazione.
;;;Il valore -9999 corrisponde a dato mancante
;;;Il valore contrassegnato con @ corrisponde al dato mancante
;;;Il valore contrassegnato con V corrisponde al dato validato
;;;Il valore contrassegnato con P corrisponde al dato prevalidato soggetto ad eventuali modifiche
;;;(consultare la sezione Criteri di validazione)

"gg/mm/aaaa";"Vel Med [m/s]";"Dir Med";"Vel Max [m/s]"
01/01/2010;1,4;SE;3,6
02/01/2010;0,9;SE;3,1
03/01/2010;0,9;NO;2,4
04/01/2010;1,6;NO;2,8
05/01/2010;3,0;NO;4,8
06/01/2010;0,9;NE;4,3
07/01/2010;0,8;SE;3,0
08/01/2010;1,5;NO;3,2
09/01/2010;2,2;NO;6,1
10/01/2010;0,6;S;1,8
11/01/2010;0,1;E;0,7
12/01/2010;0,2;N;2,0
13/01/2010;0,9;NE;3,2
14/01/2010;1,2;NO;3,6
15/01/2010;3,1;NE;5,1
16/01/2010;1,7;N;3,7
17/01/2010;0,4;S;1,3
18/01/2010;1,7;O;3,2
19/01/2010;0,7;SE;2,2
20/01/2010;0,4;N;1,9
21/01/2010;1,8;O;3,6
22/01/2010;1,8;NO;3,9
23/01/2010;1,7;E;3,2
24/01/2010;0,8;NE;2,1
25/01/2010;2,5;NO;4,5
26/01/2010;3,3;NE;4,4
27/01/2010;3,7;E;6,7
28/01/2010;0,7;O;1,9
29/01/2010;0,2;NE;1,5
30/01/2010;0,8;O;2,7
31/01/2010;1,8;N;3,6
01/02/2010;1,0;N;2,2
02/02/2010;0,7;NO;1,6
03/02/2010;0,6;NO;1,6
04/02/2010;0,4;O;1,2
05/02/2010;1,5;NO;4,0
06/02/2010;0,8;SO;2,1
07/02/2010;1,9;NO;4,6
08/02/2010;1,5;NO;4,4
09/02/2010;2,0;NE;5,7
10/02/2010;2,9;NE;4,9
11/02/2010;1,8;NO;3,9
12/02/2010;1,2;NE;3,3
13/02/2010;0,9;O;2,5
14/02/2010;1,7;E;3,7
15/02/2010;0,9;NE;2,0
16/02/2010;1,8;NE;4,4
17/02/2010;2,0;NE;4,4
18/02/2010;1,0;O;2,8
19/02/2010;2,0;NO;5,8
20/02/2010;1,3;SE;3,1
21/02/2010;1,3;NO;2,5
22/02/2010;1,2;O;2,5
23/02/2010;0,7;NO;2,5
24/02/2010;0,7;NE;2,7
25/02/2010;0,9;NE;2,7
26/02/2010;1,5;SE;4,4
27/02/2010;1,1;N;2,4
