"Stazione";"Quercianella"
"Codice";"TOS11000513"
"Comune";"Livorno"
"Provincia";"LI"
"GB [m]";"E";1609020;"N";4814970
"WGS84 [°]";"Lat";43.480;"Lon";10.348
"Quota [m]";244,00

;;;ATTENZIONE i dati sono nel fomato csv ed utilizzano
;;;come separatore di colonna il "punto e virgola" e
;;;come separatore decimale la "virgola"
;;;verificare le proprie impostazioni internazionali per una corretta visulizzazione.
;;;Il valore -9999 corrisponde a dato mancante
;;;Il valore contrassegnato con @ corrisponde al dato mancante
;;;Il valore contrassegnato con V corrisponde al dato validato
;;;Il valore contrassegnato con P corrisponde al dato prevalidato soggetto ad eventuali modifiche
;;;(consultare la sezione Criteri di validazione)

"gg/mm/aaaa";"Max [Â°C]";"Min [Â°C]"
04/06/2004;;
05/06/2004;;
06/06/2004;;
07/06/2004;;
08/06/2004;;
09/06/2004;;
10/06/2004;;
11/06/2004;;
12/06/2004;;
13/06/2004;;
14/06/2004;;
15/06/2004;;
16/06/2004;;
17/06/2004;;
18/06/2004;;
19/06/2004;;
20/06/2004;;
21/06/2004;;
22/06/2004;;
23/06/2004;;
24/06/2004;;
25/06/2004;;
26/06/2004;;
27/06/2004;;
28/06/2004;;
29/06/2004;;
30/06/2004;;
01/07/2004;28.0;17.0
02/07/2004;28.7;17.5
03/07/2004;27.2;17.0
04/07/2004;27.6;16.5
05/07/2004;28.0;16.4
06/07/2004;29.0;19.2
07/07/2004;30.5;21.3
08/07/2004;31.7;22.0
09/07/2004;25.0;17.5
10/07/2004;25.8;18.5
11/07/2004;24.5;17.2
12/07/2004;26.3;16.1
13/07/2004;26.0;16.1
14/07/2004;27.8;15.9
15/07/2004;25.8;16.9
16/07/2004;27.1;16.7
17/07/2004;32.3;18.3
18/07/2004;29.6;20.0
19/07/2004;30.4;22.2
20/07/2004;31.4;20.4
21/07/2004;32.3;20.2
22/07/2004;29.7;20.4
23/07/2004;31.2;20.7
24/07/2004;31.9;20.0
25/07/2004;26.4;18.0
26/07/2004;32.4;20.7
27/07/2004;32.4;20.9
28/07/2004;29.6;19.1
29/07/2004;30.3;19.3
30/07/2004;27.8;19.0
31/07/2004;28.8;19.4
01/08/2004;29.4;19.5
02/08/2004;31.2;19.9
03/08/2004;30.7;20.7
04/08/2004;32.6;21.5
05/08/2004;32.4;17.1
06/08/2004;28.5;18.2
07/08/2004;28.5;19.8
08/08/2004;30.6;20.1
09/08/2004;30.5;20.9
10/08/2004;33.8;21.3
11/08/2004;32.1;21.5
12/08/2004;29.6;21.7
13/08/2004;29.9;21.8
14/08/2004;27.9;20.0
15/08/2004;29.7;20.0
16/08/2004;33.4;20.4
17/08/2004;31.6;20.1
18/08/2004;27.1;21.3
19/08/2004;29.3;22.3
20/08/2004;32.2;22.3
21/08/2004;26.6;20.0
22/08/2004;27.8;18.2
23/08/2004;27.1;17.5
24/08/2004;29.5;18.3
25/08/2004;31.8;20.4
26/08/2004;25.2;19.0
27/08/2004;29.7;18.3
28/08/2004;31.1;17.8
29/08/2004;30.4;18.2
30/08/2004;30.3;18.8
31/08/2004;28.5;18.2
01/09/2004;27.8;17.2
02/09/2004;31.8;17.9
03/09/2004;31.9;19.7
04/09/2004;31.2;20.0
05/09/2004;32.4;21.3
06/09/2004;30.9;19.8
07/09/2004;31.5;20.4
08/09/2004;31.3;19.9
09/09/2004;32.2;19.0
10/09/2004;30.3;18.3
11/09/2004;29.8;18.8
12/09/2004;28.6;18.9
13/09/2004;30.8;19.2
14/09/2004;26.6;16.5
15/09/2004;23.3;17.2
16/09/2004;24.6;17.5
17/09/2004;19.6;15.3
18/09/2004;28.0;17.3
19/09/2004;25.5;17.4
20/09/2004;27.5;16.8
21/09/2004;26.3;17.5
22/09/2004;24.9;16.8
23/09/2004;28.6;17.1
24/09/2004;23.1;11.4
25/09/2004;23.1;11.5
26/09/2004;23.8;14.3
27/09/2004;24.1;13.9
28/09/2004;24.4;14.6
29/09/2004;23.0;14.3
30/09/2004;23.9;16.5
01/10/2004;23.0;15.9
02/10/2004;24.0;16.5
03/10/2004;23.5;16.6
04/10/2004;24.7;17.2
05/10/2004;25.8;16.2
06/10/2004;24.8;16.6
07/10/2004;24.1;17.2
08/10/2004;24.7;18.1
09/10/2004;22.9;18.8
10/10/2004;19.7;16.9
11/10/2004;21.5;15.7
12/10/2004;17.9;11.5
13/10/2004;15.5;10.4
14/10/2004;21.9;11.2
15/10/2004;19.9;10.7
16/10/2004;17.4;11.8
17/10/2004;18.0;13.1
18/10/2004;18.7;14.4
19/10/2004;23.1;14.4
20/10/2004;23.2;17.0
21/10/2004;25.5;18.2
22/10/2004;24.9;17.2
23/10/2004;23.0;16.0
24/10/2004;23.1;15.6
25/10/2004;21.1;15.8
26/10/2004;19.2;14.3
27/10/2004;17.2;13.3
28/10/2004;17.2;14.0
29/10/2004;18.7;13.6
30/10/2004;21.5;14.5
31/10/2004;20.5;14.7
01/11/2004;18.8;15.5
02/11/2004;22.9;14.7
03/11/2004;25.3;17.3
04/11/2004;26.1;17.4
05/11/2004;23.9;15.4
06/11/2004;21.3;13.6
07/11/2004;14.9;8.1
08/11/2004;15.2;6.5
09/11/2004;9.2;3.9
10/11/2004;7.8;4.2
11/11/2004;11.5;6.6
12/11/2004;17.4;10.7
13/11/2004;19.5;10.4
14/11/2004;10.7;5.6
15/11/2004;12.9;7.4
16/11/2004;16.8;7.9
17/11/2004;17.0;9.3
18/11/2004;17.5;10.9
19/11/2004;15.4;8.5
20/11/2004;12.9;6.3
21/11/2004;13.4;5.3
22/11/2004;10.9;8.6
23/11/2004;16.3;10.3
24/11/2004;18.3;9.4
25/11/2004;17.1;8.4
26/11/2004;14.6;10.8
27/11/2004;15.9;8.9
28/11/2004;16.6;8.7
29/11/2004;14.3;10.1
30/11/2004;12.8;5.2
01/12/2004;12.2;6.4
02/12/2004;18.1;11.6
03/12/2004;18.0;10.5
04/12/2004;14.7;9.5
05/12/2004;11.1;8.8
06/12/2004;16.5;9.6
07/12/2004;14.8;11.8
08/12/2004;13.6;10.4
09/12/2004;12.9;10.4
10/12/2004;15.0;8.9
11/12/2004;14.6;9.6
12/12/2004;17.8;11.0
13/12/2004;19.0;10.3
14/12/2004;17.2;10.1
15/12/2004;16.4;9.3
16/12/2004;11.8;9.0
17/12/2004;15.0;8.3
18/12/2004;12.1;6.5
19/12/2004;9.3;5.5
20/12/2004;8.0;3.7
21/12/2004;7.5;1.7
22/12/2004;7.7;0.7
23/12/2004;12.8;2.8
24/12/2004;12.6;6.7
25/12/2004;12.0;9.2
26/12/2004;10.4;7.2
27/12/2004;11.4;7.1
28/12/2004;11.4;6.0
29/12/2004;8.6;5.3
30/12/2004;10.4;4.2
31/12/2004;10.7;4.1
01/01/2005;14.1;5.0
02/01/2005;14.8;5.3
03/01/2005;13.2;5.5
04/01/2005;12.7;7.0
05/01/2005;13.8;9.3
06/01/2005;15.4;8.3
07/01/2005;16.3;7.6
08/01/2005;12.9;9.2
09/01/2005;12.6;10.1
10/01/2005;12.9;8.6
11/01/2005;11.8;9.3
12/01/2005;11.9;8.8
13/01/2005;10.7;7.0
14/01/2005;12.5;5.5
15/01/2005;14.0;4.9
16/01/2005;10.8;3.5
17/01/2005;12.6;2.9
18/01/2005;9.2;4.6
19/01/2005;7.5;2.4
20/01/2005;12.5;4.5
21/01/2005;14.0;6.8
22/01/2005;14.7;6.5
23/01/2005;;1.4
24/01/2005;8.9;2.5
25/01/2005;3.5;0.5
26/01/2005;4.0;-0.8
27/01/2005;6.4;-0.4
28/01/2005;0.5;-1.5
29/01/2005;1.0;-1.9
30/01/2005;5.9;-0.8
31/01/2005;10.8;1.0
01/02/2005;9.8;4.0
02/02/2005;13.3;4.1
03/02/2005;12.8;4.0
04/02/2005;11.3;3.3
05/02/2005;8.5;0.8
06/02/2005;7.5;0.2
07/02/2005;6.7;2.3
08/02/2005;10.3;3.3
09/02/2005;13.3;3.2
10/02/2005;14.2;2.9
11/02/2005;12.8;5.7
12/02/2005;10.9;8.2
13/02/2005;14.2;8.2
14/02/2005;12.6;4.3
15/02/2005;11.9;1.5
16/02/2005;8.7;1.7
17/02/2005;6.8;1.4
18/02/2005;9.4;3.2
19/02/2005;11.0;4.2
20/02/2005;4.8;0.0
21/02/2005;5.9;0.0
22/02/2005;6.8;0.0
23/02/2005;5.3;-0.1
24/02/2005;7.9;1.4
25/02/2005;9.6;0.5
26/02/2005;7.4;1.9
27/02/2005;9.3;0.2
28/02/2005;2.0;-3.0
01/03/2005;3.8;-4.9
02/03/2005;6.7;-3.9
03/03/2005;6.8;1.7
04/03/2005;11.1;1.4
05/03/2005;12.5;0.2
06/03/2005;8.1;0.7
07/03/2005;8.6;1.2
08/03/2005;10.1;0.9
09/03/2005;15.9;6.1
10/03/2005;14.5;4.7
11/03/2005;14.7;4.7
12/03/2005;15.6;6.1
13/03/2005;14.7;7.5
14/03/2005;16.5;7.8
15/03/2005;16.8;7.2
16/03/2005;19.9;8.6
17/03/2005;19.2;7.8
18/03/2005;15.1;6.4
19/03/2005;16.0;7.3
20/03/2005;18.0;8.3
21/03/2005;16.5;7.5
22/03/2005;18.2;7.8
23/03/2005;17.6;10.6
24/03/2005;19.0;10.0
25/03/2005;14.5;9.7
26/03/2005;17.6;11.1
27/03/2005;13.3;10.6
28/03/2005;16.4;10.2
29/03/2005;17.9;9.1
30/03/2005;17.5;8.4
31/03/2005;20.9;8.7
01/04/2005;17.8;8.3
02/04/2005;17.8;6.9
03/04/2005;19.4;8.9
04/04/2005;19.7;8.2
05/04/2005;19.9;8.6
06/04/2005;16.9;8.2
07/04/2005;19.9;9.0
08/04/2005;13.9;9.8
09/04/2005;14.8;6.3
10/04/2005;9.1;5.8
11/04/2005;14.6;8.2
12/04/2005;18.4;8.2
13/04/2005;17.5;8.6
14/04/2005;18.6;8.9
15/04/2005;17.3;9.6
16/04/2005;13.3;6.5
17/04/2005;13.1;5.6
18/04/2005;18.1;6.7
19/04/2005;18.5;9.6
20/04/2005;15.0;8.6
21/04/2005;17.1;8.2
22/04/2005;19.4;8.2
23/04/2005;17.1;9.1
24/04/2005;16.2;11.0
25/04/2005;15.6;11.5
26/04/2005;20.0;9.8
27/04/2005;21.3;9.5
28/04/2005;21.3;11.1
29/04/2005;23.9;13.3
30/04/2005;27.6;13.8
01/05/2005;25.3;13.8
02/05/2005;24.3;14.6
03/05/2005;22.6;14.6
04/05/2005;23.5;13.2
05/05/2005;22.0;12.7
06/05/2005;21.0;12.4
07/05/2005;21.2;11.9
08/05/2005;21.5;11.8
09/05/2005;21.4;11.4
10/05/2005;21.3;11.8
11/05/2005;22.5;13.2
12/05/2005;24.5;12.9
13/05/2005;26.4;15.7
14/05/2005;22.8;14.9
15/05/2005;23.3;12.9
16/05/2005;22.2;11.8
17/05/2005;20.3;12.6
18/05/2005;19.7;12.0
19/05/2005;21.4;12.2
20/05/2005;20.6;12.9
21/05/2005;22.3;12.5
22/05/2005;24.1;15.6
23/05/2005;22.4;15.0
24/05/2005;23.4;13.4
25/05/2005;28.4;14.9
26/05/2005;28.7;18.1
27/05/2005;29.0;19.0
28/05/2005;28.0;18.3
29/05/2005;29.3;16.3
30/05/2005;28.5;17.8
31/05/2005;29.2;17.2
01/06/2005;27.5;16.5
02/06/2005;28.5;18.8
03/06/2005;29.8;18.4
04/06/2005;25.6;17.2
05/06/2005;28.3;16.9
06/06/2005;26.7;16.5
07/06/2005;27.3;16.0
08/06/2005;22.3;12.6
09/06/2005;17.8;10.5
10/06/2005;22.1;10.0
11/06/2005;24.6;13.2
12/06/2005;23.5;14.7
13/06/2005;26.3;15.7
14/06/2005;20.2;14.6
15/06/2005;23.8;15.1
16/06/2005;28.4;16.1
17/06/2005;30.5;21.3
18/06/2005;30.8;22.3
19/06/2005;28.9;19.7
20/06/2005;29.2;19.2
21/06/2005;29.9;19.6
22/06/2005;29.7;19.7
23/06/2005;28.9;19.4
24/06/2005;29.4;20.3
25/06/2005;31.9;20.0
26/06/2005;32.5;20.8
27/06/2005;31.2;18.8
28/06/2005;30.7;21.0
29/06/2005;33.0;21.1
30/06/2005;30.5;21.0
01/07/2005;26.8;19.1
02/07/2005;28.3;18.3
03/07/2005;32.9;19.4
04/07/2005;31.3;19.0
05/07/2005;26.5;18.7
06/07/2005;29.2;17.2
07/07/2005;28.1;18.6
08/07/2005;25.3;17.2
09/07/2005;26.6;16.7
10/07/2005;26.8;16.8
11/07/2005;26.1;17.1
12/07/2005;26.8;17.7
13/07/2005;29.4;17.9
14/07/2005;30.2;19.0
15/07/2005;29.6;18.4
16/07/2005;32.5;19.2
17/07/2005;31.7;20.8
18/07/2005;29.2;20.0
19/07/2005;28.5;18.9
20/07/2005;28.6;17.9
21/07/2005;28.6;17.9
22/07/2005;29.7;18.2
23/07/2005;29.9;19.0
24/07/2005;29.0;19.3
25/07/2005;32.0;19.7
26/07/2005;32.6;20.1
27/07/2005;30.5;19.7
28/07/2005;35.7;21.7
29/07/2005;37.6;24.4
30/07/2005;30.3;21.9
31/07/2005;30.4;19.3
01/08/2005;34.7;18.2
02/08/2005;32.6;19.7
03/08/2005;28.7;19.4
04/08/2005;30.0;18.5
05/08/2005;29.8;19.1
06/08/2005;28.2;18.6
07/08/2005;28.7;18.6
08/08/2005;29.7;18.0
09/08/2005;32.4;19.8
10/08/2005;26.5;19.7
11/08/2005;27.1;20.4
12/08/2005;27.2;19.1
13/08/2005;27.9;19.5
14/08/2005;30.4;18.7
15/08/2005;28.1;17.9
16/08/2005;29.1;16.8
17/08/2005;30.1;17.5
18/08/2005;32.3;19.3
19/08/2005;31.7;20.2
20/08/2005;30.1;16.9
21/08/2005;20.5;13.2
22/08/2005;24.7;13.9
23/08/2005;26.4;17.5
24/08/2005;27.2;17.4
25/08/2005;25.6;18.4
26/08/2005;28.6;17.7
27/08/2005;29.4;19.0
28/08/2005;25.4;17.3
29/08/2005;31.9;19.3
30/08/2005;32.6;21.9
31/08/2005;32.5;20.4
01/09/2005;30.8;20.4
02/09/2005;29.0;19.7
03/09/2005;30.4;20.4
04/09/2005;32.1;19.6
05/09/2005;31.2;18.6
06/09/2005;31.5;18.8
07/09/2005;25.9;16.0
08/09/2005;24.4;17.9
09/09/2005;24.2;18.0
10/09/2005;24.6;16.6
11/09/2005;25.5;14.3
12/09/2005;25.1;16.3
13/09/2005;25.1;16.2
14/09/2005;25.5;16.8
15/09/2005;25.2;17.1
16/09/2005;26.1;17.2
17/09/2005;24.7;15.5
18/09/2005;16.8;12.9
19/09/2005;22.2;13.2
20/09/2005;22.8;12.9
21/09/2005;24.0;14.9
22/09/2005;23.7;14.8
23/09/2005;23.4;15.1
24/09/2005;24.3;15.4
25/09/2005;23.5;15.0
26/09/2005;26.1;15.6
27/09/2005;24.0;16.1
28/09/2005;24.4;16.6
29/09/2005;23.6;16.5
30/09/2005;22.1;14.5
01/10/2005;21.8;12.8
02/10/2005;18.9;15.1
03/10/2005;15.7;10.4
04/10/2005;16.8;10.0
05/10/2005;19.0;11.2
06/10/2005;22.5;11.9
07/10/2005;17.4;12.8
08/10/2005;17.0;12.6
09/10/2005;23.4;14.3
10/10/2005;20.2;14.1
11/10/2005;20.1;13.8
12/10/2005;17.3;13.6
13/10/2005;22.1;13.2
14/10/2005;24.6;15.5
15/10/2005;25.4;15.5
16/10/2005;24.2;14.8
17/10/2005;18.3;13.3
18/10/2005;19.7;10.9
19/10/2005;15.4;11.4
20/10/2005;18.0;13.2
21/10/2005;21.3;15.0
22/10/2005;22.7;15.5
23/10/2005;22.2;15.2
24/10/2005;24.6;15.7
25/10/2005;23.2;15.3
26/10/2005;22.9;14.6
27/10/2005;21.2;13.4
28/10/2005;22.8;13.6
29/10/2005;23.3;14.1
30/10/2005;23.5;13.6
31/10/2005;21.9;15.4
01/11/2005;20.6;15.4
02/11/2005;19.6;13.8
03/11/2005;22.9;13.9
04/11/2005;21.5;14.7
05/11/2005;21.8;14.1
06/11/2005;16.6;13.2
07/11/2005;19.7;11.6
08/11/2005;20.3;12.2
09/11/2005;21.0;12.2
10/11/2005;20.3;13.2
11/11/2005;19.6;11.9
12/11/2005;18.4;11.5
13/11/2005;19.5;12.5
14/11/2005;15.0;10.0
15/11/2005;17.8;10.6
16/11/2005;18.7;10.4
17/11/2005;14.7;8.2
18/11/2005;12.5;6.8
19/11/2005;11.3;4.3
20/11/2005;12.5;3.2
21/11/2005;10.0;6.5
22/11/2005;8.6;3.6
23/11/2005;3.9;0.9
24/11/2005;8.4;1.4
25/11/2005;10.5;2.5
26/11/2005;11.3;6.2
27/11/2005;11.1;4.3
28/11/2005;12.3;3.1
29/11/2005;9.7;5.8
30/11/2005;7.9;4.6
01/12/2005;11.5;4.0
02/12/2005;13.3;6.1
03/12/2005;16.1;11.0
04/12/2005;15.6;10.4
05/12/2005;13.1;8.6
06/12/2005;11.5;6.2
07/12/2005;12.8;4.5
08/12/2005;7.1;4.6
09/12/2005;7.4;2.6
10/12/2005;7.0;3.2
11/12/2005;5.8;1.7
12/12/2005;6.3;2.3
13/12/2005;11.4;6.3
14/12/2005;11.4;5.9
15/12/2005;9.4;4.0
16/12/2005;12.1;5.9
17/12/2005;11.7;1.9
18/12/2005;9.6;1.6
19/12/2005;10.7;3.2
20/12/2005;12.2;4.9
21/12/2005;12.1;5.4
22/12/2005;;4.5
23/12/2005;12.9;4.7
24/12/2005;9.0;5.7
25/12/2005;9.6;8.2
26/12/2005;14.2;6.4
27/12/2005;11.1;4.5
28/12/2005;7.1;-0.3
29/12/2005;4.6;-1.6
30/12/2005;4.4;-1.6
31/12/2005;9.6;3.2
01/01/2006;9.8;5.9
02/01/2006;14.3;4.2
03/01/2006;11.2;4.0
04/01/2006;7.1;4.5
05/01/2006;8.5;3.1
06/01/2006;10.9;2.7
07/01/2006;9.7;3.7
08/01/2006;8.5;3.2
09/01/2006;6.9;1.7
10/01/2006;9.7;1.5
11/01/2006;11.3;3.4
12/01/2006;13.4;3.7
13/01/2006;8.8;0.8
14/01/2006;9.2;0.7
15/01/2006;6.8;1.0
16/01/2006;8.6;2.1
17/01/2006;8.8;4.8
18/01/2006;9.6;7.8
19/01/2006;14.8;7.7
20/01/2006;15.4;7.1
21/01/2006;9.4;7.1
22/01/2006;11.1;4.9
23/01/2006;6.5;-1.7
24/01/2006;3.4;-2.8
25/01/2006;8.2;-2.6
26/01/2006;6.4;1.0
27/01/2006;6.8;3.5
28/01/2006;10.2;6.3
29/01/2006;10.1;7.8
30/01/2006;11.2;8.4
31/01/2006;16.7;8.2
01/02/2006;19.3;6.6
02/02/2006;14.3;7.8
03/02/2006;12.2;7.1
04/02/2006;12.8;6.2
05/02/2006;8.2;1.4
06/02/2006;6.4;0.3
07/02/2006;8.4;0.4
08/02/2006;8.8;5.3
09/02/2006;13.1;6.0
10/02/2006;13.6;3.5
11/02/2006;11.7;4.4
12/02/2006;13.1;2.2
13/02/2006;11.8;3.2
14/02/2006;12.6;2.3
15/02/2006;10.0;5.9
16/02/2006;11.4;7.4
17/02/2006;12.5;9.3
18/02/2006;14.6;7.2
19/02/2006;13.6;7.8
20/02/2006;13.9;6.5
21/02/2006;9.2;5.3
22/02/2006;;5.8
23/02/2006;11.8;5.8
24/02/2006;7.7;3.3
25/02/2006;10.6;3.6
26/02/2006;13.8;4.0
27/02/2006;11.8;4.2
28/02/2006;11.5;3.1
01/03/2006;10.3;2.5
02/03/2006;10.4;4.6
03/03/2006;11.4;6.2
04/03/2006;17.5;8.6
05/03/2006;12.7;8.4
06/03/2006;9.8;3.6
07/03/2006;13.1;1.2
08/03/2006;12.5;4.2
09/03/2006;15.7;5.3
10/03/2006;14.5;8.8
11/03/2006;14.0;5.3
12/03/2006;11.6;1.9
13/03/2006;12.9;-0.2
14/03/2006;14.0;4.3
15/03/2006;16.3;4.9
16/03/2006;12.9;5.0
17/03/2006;14.3;4.7
18/03/2006;16.3;4.9
19/03/2006;8.6;4.5
20/03/2006;11.3;8.1
21/03/2006;10.8;9.5
22/03/2006;14.3;9.4
23/03/2006;18.5;9.3
24/03/2006;11.1;6.7
25/03/2006;14.4;6.7
26/03/2006;14.3;7.8
27/03/2006;15.1;9.5
28/03/2006;12.5;10.1
29/03/2006;16.4;9.3
30/03/2006;18.6;8.3
31/03/2006;20.2;9.3
01/04/2006;17.2;9.7
02/04/2006;18.8;9.3
03/04/2006;19.2;8.6
04/04/2006;21.5;8.3
05/04/2006;14.6;10.0
06/04/2006;16.6;7.8
07/04/2006;17.4;6.5
08/04/2006;16.7;6.8
09/04/2006;17.8;8.0
10/04/2006;17.6;10.4
11/04/2006;16.2;7.0
12/04/2006;18.5;7.3
13/04/2006;17.7;6.4
14/04/2006;21.3;8.6
15/04/2006;17.9;10.0
16/04/2006;19.3;10.3
17/04/2006;22.6;11.4
18/04/2006;17.8;11.1
19/04/2006;20.7;11.3
20/04/2006;18.6;10.7
21/04/2006;19.0;10.6
22/04/2006;21.1;9.0
23/04/2006;24.0;10.0
24/04/2006;25.5;12.2
25/04/2006;25.2;15.4
26/04/2006;21.0;13.1
27/04/2006;19.3;12.5
28/04/2006;19.0;12.7
29/04/2006;20.6;13.0
30/04/2006;19.7;10.2
01/05/2006;18.2;9.5
02/05/2006;22.0;11.8
03/05/2006;25.0;12.5
04/05/2006;25.5;14.8
05/05/2006;24.9;13.8
06/05/2006;22.9;13.5
07/05/2006;20.4;12.8
08/05/2006;22.6;13.1
09/05/2006;19.4;8.6
10/05/2006;19.0;9.5
11/05/2006;21.6;9.0
12/05/2006;23.8;12.3
13/05/2006;23.5;13.0
14/05/2006;20.9;12.2
15/05/2006;24.3;13.5
16/05/2006;26.2;13.6
17/05/2006;24.8;14.3
18/05/2006;25.2;15.3
19/05/2006;26.1;16.0
20/05/2006;22.3;15.1
21/05/2006;26.5;15.2
22/05/2006;25.1;15.9
23/05/2006;23.6;14.0
24/05/2006;22.0;13.3
25/05/2006;22.9;11.5
26/05/2006;23.6;12.7
27/05/2006;24.0;13.9
28/05/2006;25.7;16.0
29/05/2006;25.5;15.8
30/05/2006;22.7;11.1
31/05/2006;22.4;8.2
01/06/2006;21.7;8.7
02/06/2006;18.6;8.4
03/06/2006;21.8;11.1
04/06/2006;22.7;13.4
05/06/2006;23.6;12.7
06/06/2006;24.0;13.8
07/06/2006;24.2;13.2
08/06/2006;24.1;14.3
09/06/2006;26.2;14.0
10/06/2006;23.6;14.8
11/06/2006;26.3;14.7
12/06/2006;26.7;14.7
13/06/2006;25.2;14.7
14/06/2006;26.1;15.0
15/06/2006;26.8;16.5
16/06/2006;25.3;16.7
17/06/2006;28.3;18.0
18/06/2006;28.2;20.7
19/06/2006;26.4;19.6
20/06/2006;32.0;20.2
21/06/2006;29.3;20.4
22/06/2006;29.9;19.7
23/06/2006;31.2;18.5
24/06/2006;31.5;18.1
25/06/2006;31.9;21.7
26/06/2006;31.1;19.7
27/06/2006;33.4;19.6
28/06/2006;32.6;21.5
29/06/2006;30.9;20.7
30/06/2006;28.2;20.4
01/07/2006;31.0;19.3
02/07/2006;30.3;19.4
03/07/2006;32.4;21.1
04/07/2006;33.5;21.8
05/07/2006;33.4;22.2
06/07/2006;26.8;19.8
07/07/2006;29.0;16.0
08/07/2006;27.2;17.0
09/07/2006;29.2;19.2
10/07/2006;32.0;19.5
11/07/2006;32.8;22.2
12/07/2006;33.2;24.1
13/07/2006;32.4;23.2
14/07/2006;32.3;22.4
15/07/2006;33.6;23.0
16/07/2006;32.0;22.3
17/07/2006;30.5;21.0
18/07/2006;31.0;20.4
19/07/2006;32.3;21.0
20/07/2006;32.1;20.0
21/07/2006;32.3;21.6
22/07/2006;31.3;22.3
23/07/2006;31.8;22.7
24/07/2006;33.7;23.2
25/07/2006;33.9;23.0
26/07/2006;32.9;23.6
27/07/2006;32.5;23.5
28/07/2006;34.4;22.9
29/07/2006;32.6;21.8
30/07/2006;31.9;21.5
31/07/2006;32.5;23.3
01/08/2006;37.0;23.3
02/08/2006;30.2;22.1
03/08/2006;26.6;18.2
04/08/2006;28.6;17.2
05/08/2006;29.4;17.7
06/08/2006;28.4;17.3
07/08/2006;28.7;18.3
08/08/2006;30.0;18.8
09/08/2006;32.9;18.3
10/08/2006;30.4;19.2
11/08/2006;31.7;18.4
12/08/2006;24.8;16.5
13/08/2006;28.4;12.2
14/08/2006;26.2;17.5
15/08/2006;31.4;16.7
16/08/2006;26.4;19.5
17/08/2006;30.1;21.5
18/08/2006;29.5;20.7
19/08/2006;35.2;20.4
20/08/2006;26.3;20.4
21/08/2006;30.4;19.3
22/08/2006;27.8;17.9
23/08/2006;28.9;17.9
24/08/2006;29.1;18.1
25/08/2006;27.1;18.6
26/08/2006;28.8;17.9
27/08/2006;27.3;16.5
28/08/2006;26.9;16.7
29/08/2006;25.3;19.4
30/08/2006;28.8;16.9
31/08/2006;28.8;16.2
01/09/2006;28.7;16.1
02/09/2006;26.4;15.5
03/09/2006;26.8;15.9
04/09/2006;27.5;17.4
05/09/2006;26.8;17.5
06/09/2006;29.5;17.7
07/09/2006;27.4;17.5
08/09/2006;27.2;19.0
09/09/2006;30.8;19.2
10/09/2006;32.9;18.6
11/09/2006;30.2;20.1
12/09/2006;30.8;20.1
13/09/2006;31.9;20.5
14/09/2006;21.9;17.9
15/09/2006;24.9;17.7
16/09/2006;25.5;15.5
17/09/2006;21.1;16.1
18/09/2006;26.6;16.2
19/09/2006;26.8;17.2
20/09/2006;24.8;16.6
21/09/2006;27.1;16.7
22/09/2006;28.3;18.3
23/09/2006;26.6;17.6
24/09/2006;23.9;17.2
25/09/2006;19.8;15.7
26/09/2006;20.6;15.3
27/09/2006;26.8;18.0
28/09/2006;25.3;17.2
29/09/2006;24.0;16.1
30/09/2006;26.8;15.4
01/10/2006;25.0;17.5
02/10/2006;25.4;18.1
03/10/2006;21.8;18.6
04/10/2006;22.9;17.4
05/10/2006;23.3;15.9
06/10/2006;24.2;14.3
07/10/2006;17.0;13.2
08/10/2006;22.5;13.6
09/10/2006;23.8;13.0
10/10/2006;25.9;14.3
11/10/2006;25.2;15.5
12/10/2006;22.7;15.9
13/10/2006;25.4;16.4
14/10/2006;22.5;15.7
15/10/2006;20.5;14.5
16/10/2006;22.9;13.6
17/10/2006;20.1;12.2
18/10/2006;20.9;14.2
19/10/2006;16.6;12.3
20/10/2006;20.3;14.5
21/10/2006;19.2;15.5
22/10/2006;22.6;15.2
23/10/2006;23.0;16.5
24/10/2006;22.6;18.1
25/10/2006;23.8;15.7
26/10/2006;25.2;17.3
27/10/2006;26.7;16.8
28/10/2006;23.1;16.2
29/10/2006;21.8;15.6
30/10/2006;24.3;14.3
31/10/2006;23.8;14.9
01/11/2006;18.7;13.8
02/11/2006;16.1;7.8
03/11/2006;15.5;4.6
04/11/2006;17.7;7.7
05/11/2006;15.6;10.2
06/11/2006;18.4;12.4
07/11/2006;18.6;11.4
08/11/2006;19.3;12.7
09/11/2006;21.8;13.6
10/11/2006;19.8;10.0
11/11/2006;16.7;8.2
12/11/2006;18.5;12.5
13/11/2006;20.8;11.7
14/11/2006;19.3;12.8
15/11/2006;;
16/11/2006;;
17/11/2006;;
18/11/2006;;
19/11/2006;;
20/11/2006;;
21/11/2006;;
22/11/2006;;
23/11/2006;;
24/11/2006;;
25/11/2006;;
26/11/2006;;
27/11/2006;;
28/11/2006;;
29/11/2006;;
30/11/2006;;
01/12/2006;;
02/12/2006;;
03/12/2006;;
04/12/2006;;
05/12/2006;;
06/12/2006;;
07/12/2006;;
08/12/2006;;
09/12/2006;;
10/12/2006;;
11/12/2006;;
12/12/2006;;
13/12/2006;;
14/12/2006;;
15/12/2006;;
16/12/2006;;
17/12/2006;;
18/12/2006;;
19/12/2006;;
20/12/2006;;
21/12/2006;;
22/12/2006;;
23/12/2006;9.1;4.3
