"Stazione";"Firenze Università"
"Codice";"TOS01001096"
"Comune";"Firenze"
"Provincia";"FI"
"GB [m]";"E";1681124;"N";4852004
"WGS84 [°]";"Lat";43.799;"Lon";11.251
"Quota [m]";84,00

;;;ATTENZIONE i dati sono nel fomato csv ed utilizzano
;;;come separatore di colonna il "punto e virgola" e
;;;come separatore decimale la "virgola"
;;;verificare le proprie impostazioni internazionali per una corretta visulizzazione.
;;;Il valore -9999 corrisponde a dato mancante
;;;Il valore contrassegnato con @ corrisponde al dato mancante
;;;Il valore contrassegnato con V corrisponde al dato validato
;;;Il valore contrassegnato con P corrisponde al dato prevalidato soggetto ad eventuali modifiche
;;;(consultare la sezione Criteri di validazione)

"gg/mm/aaaa";"Vel Med [m/s]";"Dir Med";"Vel Max [m/s]"
01/01/2010;1,0;E;3,0
02/01/2010;2,1;O;6,9
03/01/2010;1,3;SE;3,3
04/01/2010;1,2;NE;3,3
05/01/2010;1,8;NO;6,1
06/01/2010;0,8;N;4,9
07/01/2010;0,9;NE;2,0
08/01/2010;0,9;S;3,1
09/01/2010;2,1;SO;7,7
10/01/2010;0,7;NE;0,7
11/01/2010;0,7;E;1,1
12/01/2010;0,5;SE;1,2
13/01/2010;1,9;E;6,0
14/01/2010;1,7;N;5,1
15/01/2010;6,0;NE;8,5
16/01/2010;3,5;N;6,7
17/01/2010;0,4;SE;1,4
18/01/2010;1,9;S;5,3
19/01/2010;0,5;SE;1,3
20/01/2010;0,6;E;1,4
21/01/2010;3,1;N;6,2
22/01/2010;2,3;S;5,9
23/01/2010;2,8;N;5,6
24/01/2010;0,5;E;1,6
25/01/2010;3,3;SE;6,6
26/01/2010;5,6;NE;7,6
27/01/2010;6,8;NE;11,1
28/01/2010;0,8;NE;4,0
29/01/2010;0,6;SE;1,3
30/01/2010;1,2;SE;4,4
31/01/2010;3,4;NE;7,8
01/02/2010;1,0;NE;2,4
02/02/2010;0,8;E;1,6
03/02/2010;0,5;NE;1,2
04/02/2010;0,8;NE;1,9
05/02/2010;1,5;S;3,4
06/02/2010;1,3;SO;4,1
07/02/2010;3,3;NE;6,5
08/02/2010;2,4;E;5,4
09/02/2010;2,8;S;8,2
10/02/2010;4,3;NE;7,8
11/02/2010;2,6;E;6,1
12/02/2010;1,9;E;5,8
13/02/2010;0,9;S;2,0
14/02/2010;3,0;E;7,1
15/02/2010;1,4;NE;5,2
16/02/2010;2,7;NE;6,2
17/02/2010;2,4;N;6,1
18/02/2010;1,0;NE;2,4
19/02/2010;1,9;E;4,3
20/02/2010;1,7;O;3,3
21/02/2010;1,1;E;5,4
22/02/2010;1,1;E;1,9
23/02/2010;1,1;NE;2,8
24/02/2010;0,9;SE;2,4
25/02/2010;1,0;S;3,6
26/02/2010;2,1;E;4,7
27/02/2010;0,9;E;1,9
