STAZIONE;PARAMETRO;DATA ;MEDIA GIORNALIERA ;VALIDITA
PI-BORGHETTO;PM10;20220929;16;1
PI-BORGHETTO;PM10;20220930;11;1
PI-BORGHETTO;PM10;20221001;15;1
PI-BORGHETTO;PM10;20221002;21;1
PI-BORGHETTO;PM10;20221003;22;1
PI-BORGHETTO;PM10;20221004;23;1
PI-BORGHETTO;PM10;20221005;23;1
PI-BORGHETTO;PM10;20221006;22;1
PI-BORGHETTO;PM10;20221007;30;1
PI-BORGHETTO;PM10;20221008;26;1
PI-BORGHETTO;PM10;20221009;23;1
PI-BORGHETTO;PM10;20221010;24;1
PI-BORGHETTO;PM10;20221011;26;1
PI-BORGHETTO;PM10;20221012;31;1
PI-BORGHETTO;PM10;20221013;32;1
PI-BORGHETTO;PM10;20221014;27;1
PI-BORGHETTO;PM10;20221015;26;1
PI-BORGHETTO;PM10;20221016;23;1
PI-BORGHETTO;PM10;20221017;26;1
PI-BORGHETTO;PM10;20221018;24;1
PI-BORGHETTO;PM10;20221019;22;1
PI-BORGHETTO;PM10;20221020;26;1
PI-BORGHETTO;PM10;20221021;28;1
PI-BORGHETTO;PM10;20221022;28;1
PI-BORGHETTO;PM10;20221023;28;1
PI-BORGHETTO;PM10;20221024;31;1
PI-BORGHETTO;PM10;20221025;47;1
PI-BORGHETTO;PM10;20221026;55;1
PI-BORGHETTO;PM10;20221027;55;1
PI-BORGHETTO;PM10;20221028;52;1
PI-BORGHETTO;PM10;20221029;30;1
PI-BORGHETTO;PM10;20221030;28;1
PI-BORGHETTO;PM10;20221031;34;1
PI-BORGHETTO;PM10;20221101;31;1
PI-BORGHETTO;PM10;20221102;28;1
PI-BORGHETTO;PM10;20221103;18;1
PI-BORGHETTO;PM10;20221104;17;1
PI-BORGHETTO;PM10;20221105;17;1
PI-BORGHETTO;PM10;20221106;16;1
PI-BORGHETTO;PM10;20221107;25;1
PI-BORGHETTO;PM10;20221108;26;1
PI-BORGHETTO;PM10;20221109;16;1
PI-BORGHETTO;PM10;20221110;21;1
PI-BORGHETTO;PM10;20221111;20;1
PI-BORGHETTO;PM10;20221112;35;1
PI-BORGHETTO;PM10;20221113;14;1
PI-BORGHETTO;PM10;20221114;23;1
PI-BORGHETTO;PM10;20221115;20;1
PI-BORGHETTO;PM10;20221116;18;1
PI-BORGHETTO;PM10;20221117;22;1
PI-BORGHETTO;PM10;20221118;20;1
PI-BORGHETTO;PM10;20221119;17;1
PI-BORGHETTO;PM10;20221120;18;1
PI-BORGHETTO;PM10;20221121;23;1
PI-BORGHETTO;PM10;20221122;10;1
PI-BORGHETTO;PM10;20221123;27;1
PI-BORGHETTO;PM10;20221124;28;1
PI-BORGHETTO;PM10;20221125;22;1
PI-BORGHETTO;PM10;20221126;10;1
PI-BORGHETTO;PM10;20221127;17;1
PI-BORGHETTO;PM10;20221128;31;1
PI-BORGHETTO;PM10;20221129;17;1
PI-BORGHETTO;PM10;20221130;20;1
PI-BORGHETTO;PM10;20221201;25;1
PI-BORGHETTO;PM10;20221202;25;1
PI-BORGHETTO;PM10;20221203;7;1
PI-BORGHETTO;PM10;20221204;17;1
PI-BORGHETTO;PM10;20221205;14;1
PI-BORGHETTO;PM10;20221206;29;1
PI-BORGHETTO;PM10;20221207;36;1
PI-BORGHETTO;PM10;20221208;28;1
PI-BORGHETTO;PM10;20221209;23;1
PI-BORGHETTO;PM10;20221210;18;1
PI-BORGHETTO;PM10;20221211;16;1
PI-BORGHETTO;PM10;20221212;19;1
PI-BORGHETTO;PM10;20221213;15;1
PI-BORGHETTO;PM10;20221214;20;1
PI-BORGHETTO;PM10;20221215;15;1
PI-BORGHETTO;PM10;20221216;16;1
PI-BORGHETTO;PM10;20221217;21;1
PI-BORGHETTO;PM10;20221218;25;1
PI-BORGHETTO;PM10;20221219;35;1
PI-BORGHETTO;PM10;20221220;30;1
PI-BORGHETTO;PM10;20221221;24;1
PI-BORGHETTO;PM10;20221222;25;1
PI-BORGHETTO;PM10;20221223;25;1
PI-BORGHETTO;PM10;20221224;26;1
PI-BORGHETTO;PM10;20221225;28;1
PI-BORGHETTO;PM10;20221226;25;1
PI-BORGHETTO;PM10;20221227;21;1
PI-BORGHETTO;PM10;20221228;28;1
PI-BORGHETTO;PM10;20221229;20;1
PI-BORGHETTO;PM10;20221230;22;1
PI-BORGHETTO;PM10;20221231;27;1
