STAZIONE;PARAMETRO;DATA;MEDIA GIORNALIERA ;VALIDITA
PO-FERRUCCI;PM10;20210101;15;1
PO-FERRUCCI;PM10;20210102;5;1
PO-FERRUCCI;PM10;20210103;8;1
PO-FERRUCCI;PM10;20210104;12;1
PO-FERRUCCI;PM10;20210105;10;1
PO-FERRUCCI;PM10;20210106;11;1
PO-FERRUCCI;PM10;20210107;22;1
PO-FERRUCCI;PM10;20210108;12;1
PO-FERRUCCI;PM10;20210109;10;1
PO-FERRUCCI;PM10;20210110;8;1
PO-FERRUCCI;PM10;20210111;10;1
PO-FERRUCCI;PM10;20210112;27;1
PO-FERRUCCI;PM10;20210113;48;1
PO-FERRUCCI;PM10;20210114;38;1
PO-FERRUCCI;PM10;20210115;9;1
PO-FERRUCCI;PM10;20210116;16;1
PO-FERRUCCI;PM10;20210117;40;1
PO-FERRUCCI;PM10;20210118;34;1
PO-FERRUCCI;PM10;20210119;NaN;0
PO-FERRUCCI;PM10;20210120;66;1
PO-FERRUCCI;PM10;20210121;46;1
PO-FERRUCCI;PM10;20210122;14;1
PO-FERRUCCI;PM10;20210123;12;1
PO-FERRUCCI;PM10;20210124;12;1
PO-FERRUCCI;PM10;20210125;22;1
PO-FERRUCCI;PM10;20210126;36;1
PO-FERRUCCI;PM10;20210127;39;1
PO-FERRUCCI;PM10;20210128;60;1
PO-FERRUCCI;PM10;20210129;73;1
PO-FERRUCCI;PM10;20210130;43;1
PO-FERRUCCI;PM10;20210131;5;1
PO-FERRUCCI;PM10;20210201;26;1
PO-FERRUCCI;PM10;20210202;30;1
PO-FERRUCCI;PM10;20210203;39;1
PO-FERRUCCI;PM10;20210204;36;1
PO-FERRUCCI;PM10;20210205;39;1
PO-FERRUCCI;PM10;20210206;45;1
PO-FERRUCCI;PM10;20210207;40;1
PO-FERRUCCI;PM10;20210208;14;1
PO-FERRUCCI;PM10;20210209;12;1
PO-FERRUCCI;PM10;20210210;17;1
PO-FERRUCCI;PM10;20210211;22;1
PO-FERRUCCI;PM10;20210212;8;1
PO-FERRUCCI;PM10;20210213;7;1
PO-FERRUCCI;PM10;20210214;12;1
PO-FERRUCCI;PM10;20210215;24;1
PO-FERRUCCI;PM10;20210216;37;1
PO-FERRUCCI;PM10;20210217;14;1
PO-FERRUCCI;PM10;20210218;31;1
PO-FERRUCCI;PM10;20210219;27;1
PO-FERRUCCI;PM10;20210220;29;1
PO-FERRUCCI;PM10;20210221;26;1
PO-FERRUCCI;PM10;20210222;35;1
PO-FERRUCCI;PM10;20210223;44;1
PO-FERRUCCI;PM10;20210224;53;1
PO-FERRUCCI;PM10;20210225;67;1
PO-FERRUCCI;PM10;20210226;71;1
PO-FERRUCCI;PM10;20210227;54;1
PO-FERRUCCI;PM10;20210228;10;1
PO-FERRUCCI;PM10;20210301;9;1
PO-FERRUCCI;PM10;20210302;14;1
PO-FERRUCCI;PM10;20210303;29;1
PO-FERRUCCI;PM10;20210304;32;1
PO-FERRUCCI;PM10;20210305;37;1
PO-FERRUCCI;PM10;20210306;11;1
PO-FERRUCCI;PM10;20210307;12;1
PO-FERRUCCI;PM10;20210308;24;1
PO-FERRUCCI;PM10;20210309;14;1
PO-FERRUCCI;PM10;20210310;19;1
PO-FERRUCCI;PM10;20210311;31;1
PO-FERRUCCI;PM10;20210312;28;1
PO-FERRUCCI;PM10;20210313;25;1
PO-FERRUCCI;PM10;20210314;13;1
PO-FERRUCCI;PM10;20210315;21;1
PO-FERRUCCI;PM10;20210316;20;1
PO-FERRUCCI;PM10;20210317;19;1
PO-FERRUCCI;PM10;20210318;12;1
PO-FERRUCCI;PM10;20210319;8;1
PO-FERRUCCI;PM10;20210320;8;1
PO-FERRUCCI;PM10;20210321;9;1
PO-FERRUCCI;PM10;20210322;7;1
PO-FERRUCCI;PM10;20210323;8;1
PO-FERRUCCI;PM10;20210324;18;1
PO-FERRUCCI;PM10;20210325;23;1
PO-FERRUCCI;PM10;20210326;28;1
PO-FERRUCCI;PM10;20210327;27;1
PO-FERRUCCI;PM10;20210328;19;1
PO-FERRUCCI;PM10;20210329;24;1
PO-FERRUCCI;PM10;20210330;25;1
PO-FERRUCCI;PM10;20210331;21;1
PO-FERRUCCI;PM10;20210401;22;1
PO-FERRUCCI;PM10;20210402;20;1
PO-FERRUCCI;PM10;20210403;18;1
PO-FERRUCCI;PM10;20210404;7;1
PO-FERRUCCI;PM10;20210405;8;1
PO-FERRUCCI;PM10;20210406;9;1
PO-FERRUCCI;PM10;20210407;10;1
PO-FERRUCCI;PM10;20210408;16;1
PO-FERRUCCI;PM10;20210409;14;1
PO-FERRUCCI;PM10;20210410;22;1
PO-FERRUCCI;PM10;20210411;14;1
PO-FERRUCCI;PM10;20210412;8;1
PO-FERRUCCI;PM10;20210413;5;1
PO-FERRUCCI;PM10;20210414;6;1
PO-FERRUCCI;PM10;20210415;9;1
PO-FERRUCCI;PM10;20210416;7;1
PO-FERRUCCI;PM10;20210417;9;1
PO-FERRUCCI;PM10;20210418;9;1
PO-FERRUCCI;PM10;20210419;NaN;0
PO-FERRUCCI;PM10;20210420;NaN;0
PO-FERRUCCI;PM10;20210421;NaN;0
PO-FERRUCCI;PM10;20210422;NaN;0
PO-FERRUCCI;PM10;20210423;NaN;0
PO-FERRUCCI;PM10;20210424;11;1
PO-FERRUCCI;PM10;20210425;14;1
PO-FERRUCCI;PM10;20210426;18;1
PO-FERRUCCI;PM10;20210427;8;1
PO-FERRUCCI;PM10;20210428;11;1
PO-FERRUCCI;PM10;20210429;15;1
PO-FERRUCCI;PM10;20210430;16;1
PO-FERRUCCI;PM10;20210501;17;1
PO-FERRUCCI;PM10;20210502;19;1
PO-FERRUCCI;PM10;20210503;17;1
PO-FERRUCCI;PM10;20210504;NaN;0
PO-FERRUCCI;PM10;20210505;NaN;0
PO-FERRUCCI;PM10;20210506;NaN;0
PO-FERRUCCI;PM10;20210507;NaN;0
PO-FERRUCCI;PM10;20210508;NaN;0
PO-FERRUCCI;PM10;20210509;NaN;0
PO-FERRUCCI;PM10;20210510;NaN;0
PO-FERRUCCI;PM10;20210511;14;1
PO-FERRUCCI;PM10;20210512;17;1
PO-FERRUCCI;PM10;20210513;17;1
PO-FERRUCCI;PM10;20210514;14;1
PO-FERRUCCI;PM10;20210515;10;1
PO-FERRUCCI;PM10;20210516;12;1
PO-FERRUCCI;PM10;20210517;22;1
PO-FERRUCCI;PM10;20210518;23;1
PO-FERRUCCI;PM10;20210519;10;1
PO-FERRUCCI;PM10;20210520;10;1
PO-FERRUCCI;PM10;20210521;15;1
PO-FERRUCCI;PM10;20210522;16;1
PO-FERRUCCI;PM10;20210523;18;1
PO-FERRUCCI;PM10;20210524;15;1
PO-FERRUCCI;PM10;20210525;17;1
PO-FERRUCCI;PM10;20210526;16;1
PO-FERRUCCI;PM10;20210527;14;1
PO-FERRUCCI;PM10;20210528;19;1
PO-FERRUCCI;PM10;20210529;16;1
PO-FERRUCCI;PM10;20210530;6;1
PO-FERRUCCI;PM10;20210531;8;1
PO-FERRUCCI;PM10;20210601;15;1
PO-FERRUCCI;PM10;20210602;12;1
PO-FERRUCCI;PM10;20210603;16;1
PO-FERRUCCI;PM10;20210604;18;1
PO-FERRUCCI;PM10;20210605;17;1
PO-FERRUCCI;PM10;20210606;16;1
PO-FERRUCCI;PM10;20210607;15;1
PO-FERRUCCI;PM10;20210608;19;1
PO-FERRUCCI;PM10;20210609;NaN;0
PO-FERRUCCI;PM10;20210610;21;1
PO-FERRUCCI;PM10;20210611;17;1
PO-FERRUCCI;PM10;20210612;16;1
PO-FERRUCCI;PM10;20210613;18;1
PO-FERRUCCI;PM10;20210614;25;1
PO-FERRUCCI;PM10;20210615;19;1
PO-FERRUCCI;PM10;20210616;25;1
PO-FERRUCCI;PM10;20210617;24;1
