STAZIONE;PARAMETRO;DATA;MEDIA GIORNALIERA ;VALIDITA
PO-FERRUCCI;PM10;20200517;17;1
PO-FERRUCCI;PM10;20200518;22;1
PO-FERRUCCI;PM10;20200519;24;1
PO-FERRUCCI;PM10;20200520;11;1
PO-FERRUCCI;PM10;20200521;11;1
PO-FERRUCCI;PM10;20200522;16;1
PO-FERRUCCI;PM10;20200523;15;1
PO-FERRUCCI;PM10;20200524;11;1
PO-FERRUCCI;PM10;20200525;13;1
PO-FERRUCCI;PM10;20200526;NaN;0
PO-FERRUCCI;PM10;20200527;10;1
PO-FERRUCCI;PM10;20200528;16;1
PO-FERRUCCI;PM10;20200529;6;1
PO-FERRUCCI;PM10;20200530;11;1
PO-FERRUCCI;PM10;20200531;14;1
PO-FERRUCCI;PM10;20200601;16;1
PO-FERRUCCI;PM10;20200602;12;1
PO-FERRUCCI;PM10;20200603;16;1
PO-FERRUCCI;PM10;20200604;17;1
PO-FERRUCCI;PM10;20200605;20;1
PO-FERRUCCI;PM10;20200606;20;1
PO-FERRUCCI;PM10;20200607;16;1
PO-FERRUCCI;PM10;20200608;17;1
PO-FERRUCCI;PM10;20200609;20;1
PO-FERRUCCI;PM10;20200610;11;1
PO-FERRUCCI;PM10;20200611;13;1
PO-FERRUCCI;PM10;20200612;17;1
PO-FERRUCCI;PM10;20200613;14;1
PO-FERRUCCI;PM10;20200614;9;1
PO-FERRUCCI;PM10;20200615;19;1
PO-FERRUCCI;PM10;20200616;15;1
PO-FERRUCCI;PM10;20200617;21;1
PO-FERRUCCI;PM10;20200618;20;1
PO-FERRUCCI;PM10;20200619;14;1
PO-FERRUCCI;PM10;20200620;14;1
PO-FERRUCCI;PM10;20200621;16;1
PO-FERRUCCI;PM10;20200622;16;1
PO-FERRUCCI;PM10;20200623;19;1
PO-FERRUCCI;PM10;20200624;20;1
PO-FERRUCCI;PM10;20200625;20;1
PO-FERRUCCI;PM10;20200626;20;1
PO-FERRUCCI;PM10;20200627;19;1
PO-FERRUCCI;PM10;20200628;21;1
PO-FERRUCCI;PM10;20200629;22;1
PO-FERRUCCI;PM10;20200630;20;1
PO-FERRUCCI;PM10;20200701;19;1
PO-FERRUCCI;PM10;20200702;23;1
PO-FERRUCCI;PM10;20200703;21;1
PO-FERRUCCI;PM10;20200704;10;1
PO-FERRUCCI;PM10;20200705;13;1
PO-FERRUCCI;PM10;20200706;18;1
PO-FERRUCCI;PM10;20200707;12;1
PO-FERRUCCI;PM10;20200708;NaN;0
PO-FERRUCCI;PM10;20200709;NaN;0
PO-FERRUCCI;PM10;20200710;NaN;0
PO-FERRUCCI;PM10;20200711;20;1
PO-FERRUCCI;PM10;20200712;9;1
PO-FERRUCCI;PM10;20200713;11;1
PO-FERRUCCI;PM10;20200714;12;1
PO-FERRUCCI;PM10;20200715;16;1
PO-FERRUCCI;PM10;20200716;19;1
PO-FERRUCCI;PM10;20200717;16;1
PO-FERRUCCI;PM10;20200718;7;1
PO-FERRUCCI;PM10;20200719;10;1
PO-FERRUCCI;PM10;20200720;16;1
PO-FERRUCCI;PM10;20200721;18;1
PO-FERRUCCI;PM10;20200722;21;1
PO-FERRUCCI;PM10;20200723;22;1
PO-FERRUCCI;PM10;20200724;15;1
PO-FERRUCCI;PM10;20200725;12;1
PO-FERRUCCI;PM10;20200726;14;1
PO-FERRUCCI;PM10;20200727;18;1
PO-FERRUCCI;PM10;20200728;20;1
PO-FERRUCCI;PM10;20200729;23;1
PO-FERRUCCI;PM10;20200730;27;1
PO-FERRUCCI;PM10;20200731;32;1
PO-FERRUCCI;PM10;20200801;26;1
PO-FERRUCCI;PM10;20200802;22;1
PO-FERRUCCI;PM10;20200803;26;1
PO-FERRUCCI;PM10;20200804;12;1
PO-FERRUCCI;PM10;20200805;5;1
PO-FERRUCCI;PM10;20200806;9;1
PO-FERRUCCI;PM10;20200807;16;1
PO-FERRUCCI;PM10;20200808;21;1
PO-FERRUCCI;PM10;20200809;20;1
PO-FERRUCCI;PM10;20200810;23;1
PO-FERRUCCI;PM10;20200811;25;1
PO-FERRUCCI;PM10;20200812;22;1
PO-FERRUCCI;PM10;20200813;23;1
PO-FERRUCCI;PM10;20200814;24;1
PO-FERRUCCI;PM10;20200815;21;1
PO-FERRUCCI;PM10;20200816;17;1
PO-FERRUCCI;PM10;20200817;18;1
PO-FERRUCCI;PM10;20200818;17;1
PO-FERRUCCI;PM10;20200819;14;1
PO-FERRUCCI;PM10;20200820;12;1
PO-FERRUCCI;PM10;20200821;14;1
PO-FERRUCCI;PM10;20200822;13;1
PO-FERRUCCI;PM10;20200823;14;1
PO-FERRUCCI;PM10;20200824;11;1
PO-FERRUCCI;PM10;20200825;16;1
PO-FERRUCCI;PM10;20200826;20;1
PO-FERRUCCI;PM10;20200827;NaN;0
PO-FERRUCCI;PM10;20200828;22;1
PO-FERRUCCI;PM10;20200829;21;1
PO-FERRUCCI;PM10;20200830;14;1
PO-FERRUCCI;PM10;20200831;16;1
PO-FERRUCCI;PM10;20200901;14;1
PO-FERRUCCI;PM10;20200902;14;1
PO-FERRUCCI;PM10;20200903;12;1
PO-FERRUCCI;PM10;20200904;16;1
PO-FERRUCCI;PM10;20200905;16;1
PO-FERRUCCI;PM10;20200906;13;1
PO-FERRUCCI;PM10;20200907;14;1
PO-FERRUCCI;PM10;20200908;13;1
PO-FERRUCCI;PM10;20200909;22;1
PO-FERRUCCI;PM10;20200910;26;1
PO-FERRUCCI;PM10;20200911;20;1
PO-FERRUCCI;PM10;20200912;19;1
PO-FERRUCCI;PM10;20200913;25;1
PO-FERRUCCI;PM10;20200914;25;1
PO-FERRUCCI;PM10;20200915;23;1
PO-FERRUCCI;PM10;20200916;32;1
PO-FERRUCCI;PM10;20200917;31;1
PO-FERRUCCI;PM10;20200918;27;1
PO-FERRUCCI;PM10;20200919;20;1
PO-FERRUCCI;PM10;20200920;18;1
PO-FERRUCCI;PM10;20200921;16;1
PO-FERRUCCI;PM10;20200922;14;1
PO-FERRUCCI;PM10;20200923;13;1
PO-FERRUCCI;PM10;20200924;17;1
PO-FERRUCCI;PM10;20200925;14;1
PO-FERRUCCI;PM10;20200926;10;1
PO-FERRUCCI;PM10;20200927;5;1
PO-FERRUCCI;PM10;20200928;11;1
PO-FERRUCCI;PM10;20200929;16;1
PO-FERRUCCI;PM10;20200930;21;1
PO-FERRUCCI;PM10;20201001;20;1
PO-FERRUCCI;PM10;20201002;16;1
PO-FERRUCCI;PM10;20201003;13;1
PO-FERRUCCI;PM10;20201004;8;1
PO-FERRUCCI;PM10;20201005;14;1
PO-FERRUCCI;PM10;20201006;14;1
PO-FERRUCCI;PM10;20201007;14;1
PO-FERRUCCI;PM10;20201008;22;1
PO-FERRUCCI;PM10;20201009;25;1
PO-FERRUCCI;PM10;20201010;24;1
PO-FERRUCCI;PM10;20201011;11;1
PO-FERRUCCI;PM10;20201012;4;1
PO-FERRUCCI;PM10;20201013;13;1
PO-FERRUCCI;PM10;20201014;14;1
PO-FERRUCCI;PM10;20201015;8;1
PO-FERRUCCI;PM10;20201016;13;1
PO-FERRUCCI;PM10;20201017;18;1
PO-FERRUCCI;PM10;20201018;17;1
PO-FERRUCCI;PM10;20201019;24;1
PO-FERRUCCI;PM10;20201020;23;1
PO-FERRUCCI;PM10;20201021;24;1
PO-FERRUCCI;PM10;20201022;38;1
PO-FERRUCCI;PM10;20201023;38;1
PO-FERRUCCI;PM10;20201024;18;1
PO-FERRUCCI;PM10;20201025;19;1
