STAZIONE;PARAMETRO;DATA ;MEDIA GIORNALIERA ;VALIDITA
PI-BORGHETTO;PM10;20230517;9;1
PI-BORGHETTO;PM10;20230518;10;1
PI-BORGHETTO;PM10;20230519;11;1
PI-BORGHETTO;PM10;20230520;13;1
PI-BORGHETTO;PM10;20230521;18;1
PI-BORGHETTO;PM10;20230522;22;1
PI-BORGHETTO;PM10;20230523;24;1
PI-BORGHETTO;PM10;20230524;22;1
PI-BORGHETTO;PM10;20230525;26;1
PI-BORGHETTO;PM10;20230526;23;1
PI-BORGHETTO;PM10;20230527;22;1
PI-BORGHETTO;PM10;20230528;21;1
PI-BORGHETTO;PM10;20230529;22;1
PI-BORGHETTO;PM10;20230530;21;1
PI-BORGHETTO;PM10;20230531;NaN;0
PI-BORGHETTO;PM10;20230601;NaN;0
PI-BORGHETTO;PM10;20230602;15;1
PI-BORGHETTO;PM10;20230603;16;1
PI-BORGHETTO;PM10;20230604;14;1
PI-BORGHETTO;PM10;20230605;12;1
PI-BORGHETTO;PM10;20230606;13;1
PI-BORGHETTO;PM10;20230607;13;1
PI-BORGHETTO;PM10;20230608;14;1
PI-BORGHETTO;PM10;20230609;16;1
PI-BORGHETTO;PM10;20230610;16;1
PI-BORGHETTO;PM10;20230611;15;1
PI-BORGHETTO;PM10;20230612;16;1
PI-BORGHETTO;PM10;20230613;12;1
PI-BORGHETTO;PM10;20230614;13;1
PI-BORGHETTO;PM10;20230615;16;1
PI-BORGHETTO;PM10;20230616;18;1
PI-BORGHETTO;PM10;20230617;17;1
PI-BORGHETTO;PM10;20230618;19;1
PI-BORGHETTO;PM10;20230619;NaN;0
PI-BORGHETTO;PM10;20230620;NaN;0
PI-BORGHETTO;PM10;20230621;NaN;0
PI-BORGHETTO;PM10;20230622;23;1
PI-BORGHETTO;PM10;20230623;24;1
PI-BORGHETTO;PM10;20230624;16;1
PI-BORGHETTO;PM10;20230625;12;1
PI-BORGHETTO;PM10;20230626;18;1
PI-BORGHETTO;PM10;20230627;21;1
PI-BORGHETTO;PM10;20230628;22;1
PI-BORGHETTO;PM10;20230629;15;1
PI-BORGHETTO;PM10;20230630;18;1
PI-BORGHETTO;PM10;20230701;13;1
PI-BORGHETTO;PM10;20230702;16;1
PI-BORGHETTO;PM10;20230703;17;1
PI-BORGHETTO;PM10;20230704;19;1
PI-BORGHETTO;PM10;20230705;18;1
PI-BORGHETTO;PM10;20230706;18;1
PI-BORGHETTO;PM10;20230707;21;1
PI-BORGHETTO;PM10;20230708;19;1
PI-BORGHETTO;PM10;20230709;23;1
PI-BORGHETTO;PM10;20230710;32;1
PI-BORGHETTO;PM10;20230711;32;1
PI-BORGHETTO;PM10;20230712;35;1
PI-BORGHETTO;PM10;20230713;38;1
PI-BORGHETTO;PM10;20230714;35;1
PI-BORGHETTO;PM10;20230715;28;1
PI-BORGHETTO;PM10;20230716;30;1
PI-BORGHETTO;PM10;20230717;28;1
PI-BORGHETTO;PM10;20230718;28;1
PI-BORGHETTO;PM10;20230719;34;1
PI-BORGHETTO;PM10;20230720;33;1
PI-BORGHETTO;PM10;20230721;23;1
PI-BORGHETTO;PM10;20230722;23;1
PI-BORGHETTO;PM10;20230723;19;1
PI-BORGHETTO;PM10;20230724;44;1
PI-BORGHETTO;PM10;20230725;34;1
PI-BORGHETTO;PM10;20230726;24;1
PI-BORGHETTO;PM10;20230727;17;1
PI-BORGHETTO;PM10;20230728;17;1
PI-BORGHETTO;PM10;20230729;15;1
PI-BORGHETTO;PM10;20230730;15;1
PI-BORGHETTO;PM10;20230731;19;1
PI-BORGHETTO;PM10;20230801;22;1
PI-BORGHETTO;PM10;20230802;21;1
PI-BORGHETTO;PM10;20230803;20;1
PI-BORGHETTO;PM10;20230804;20;1
PI-BORGHETTO;PM10;20230805;10;1
PI-BORGHETTO;PM10;20230806;22;1
PI-BORGHETTO;PM10;20230807;19;1
PI-BORGHETTO;PM10;20230808;12;1
PI-BORGHETTO;PM10;20230809;13;1
PI-BORGHETTO;PM10;20230810;15;1
PI-BORGHETTO;PM10;20230811;18;1
PI-BORGHETTO;PM10;20230812;15;1
PI-BORGHETTO;PM10;20230813;15;1
PI-BORGHETTO;PM10;20230814;18;1
PI-BORGHETTO;PM10;20230815;19;1
PI-BORGHETTO;PM10;20230816;20;1
PI-BORGHETTO;PM10;20230817;20;1
PI-BORGHETTO;PM10;20230818;23;1
PI-BORGHETTO;PM10;20230819;24;1
PI-BORGHETTO;PM10;20230820;22;1
PI-BORGHETTO;PM10;20230821;25;1
