STAZIONE;PARAMETRO;DATA ;MEDIA GIORNALIERA;VALIDITA
AR-REPUBBLICA;PM10;20200828;19;1
AR-REPUBBLICA;PM10;20200829;21;1
AR-REPUBBLICA;PM10;20200830;19;1
AR-REPUBBLICA;PM10;20200831;16;1
AR-REPUBBLICA;PM10;20200901;19;1
AR-REPUBBLICA;PM10;20200902;NaN;0
AR-REPUBBLICA;PM10;20200903;25;1
AR-REPUBBLICA;PM10;20200904;20;1
AR-REPUBBLICA;PM10;20200905;20;1
AR-REPUBBLICA;PM10;20200906;17;1
AR-REPUBBLICA;PM10;20200907;19;1
AR-REPUBBLICA;PM10;20200908;23;1
AR-REPUBBLICA;PM10;20200909;36;1
AR-REPUBBLICA;PM10;20200910;38;1
AR-REPUBBLICA;PM10;20200911;25;1
AR-REPUBBLICA;PM10;20200912;33;1
AR-REPUBBLICA;PM10;20200913;35;1
AR-REPUBBLICA;PM10;20200914;44;1
AR-REPUBBLICA;PM10;20200915;35;1
AR-REPUBBLICA;PM10;20200916;39;1
AR-REPUBBLICA;PM10;20200917;42;1
AR-REPUBBLICA;PM10;20200918;35;1
AR-REPUBBLICA;PM10;20200919;32;1
AR-REPUBBLICA;PM10;20200920;24;1
AR-REPUBBLICA;PM10;20200921;30;1
AR-REPUBBLICA;PM10;20200922;29;1
AR-REPUBBLICA;PM10;20200923;21;1
AR-REPUBBLICA;PM10;20200924;21;1
AR-REPUBBLICA;PM10;20200925;9;1
AR-REPUBBLICA;PM10;20200926;15;1
AR-REPUBBLICA;PM10;20200927;3;1
AR-REPUBBLICA;PM10;20200928;20;1
AR-REPUBBLICA;PM10;20200929;38;1
AR-REPUBBLICA;PM10;20200930;38;1
AR-REPUBBLICA;PM10;20201001;38;1
AR-REPUBBLICA;PM10;20201002;18;1
AR-REPUBBLICA;PM10;20201003;16;1
AR-REPUBBLICA;PM10;20201004;9;1
AR-REPUBBLICA;PM10;20201005;18;1
AR-REPUBBLICA;PM10;20201006;22;1
AR-REPUBBLICA;PM10;20201007;26;1
AR-REPUBBLICA;PM10;20201008;34;1
AR-REPUBBLICA;PM10;20201009;34;1
AR-REPUBBLICA;PM10;20201010;40;1
AR-REPUBBLICA;PM10;20201011;16;1
AR-REPUBBLICA;PM10;20201012;11;1
AR-REPUBBLICA;PM10;20201013;20;1
AR-REPUBBLICA;PM10;20201014;24;1
AR-REPUBBLICA;PM10;20201015;16;1
AR-REPUBBLICA;PM10;20201016;28;1
AR-REPUBBLICA;PM10;20201017;36;1
AR-REPUBBLICA;PM10;20201018;28;1
AR-REPUBBLICA;PM10;20201019;40;1
AR-REPUBBLICA;PM10;20201020;38;1
AR-REPUBBLICA;PM10;20201021;48;1
AR-REPUBBLICA;PM10;20201022;49;1
AR-REPUBBLICA;PM10;20201023;45;1
AR-REPUBBLICA;PM10;20201024;20;1
AR-REPUBBLICA;PM10;20201025;30;1
AR-REPUBBLICA;PM10;20201026;18;1
AR-REPUBBLICA;PM10;20201027;21;1
AR-REPUBBLICA;PM10;20201028;39;1
AR-REPUBBLICA;PM10;20201029;47;1
AR-REPUBBLICA;PM10;20201030;62;1
AR-REPUBBLICA;PM10;20201031;52;1
AR-REPUBBLICA;PM10;20201101;34;1
AR-REPUBBLICA;PM10;20201102;43;1
AR-REPUBBLICA;PM10;20201103;42;1
AR-REPUBBLICA;PM10;20201104;35;1
AR-REPUBBLICA;PM10;20201105;31;1
AR-REPUBBLICA;PM10;20201106;25;1
AR-REPUBBLICA;PM10;20201107;36;1
AR-REPUBBLICA;PM10;20201108;40;1
AR-REPUBBLICA;PM10;20201109;58;1
AR-REPUBBLICA;PM10;20201110;59;1
AR-REPUBBLICA;PM10;20201111;66;1
AR-REPUBBLICA;PM10;20201112;56;1
AR-REPUBBLICA;PM10;20201113;35;1
AR-REPUBBLICA;PM10;20201114;40;1
AR-REPUBBLICA;PM10;20201115;47;1
AR-REPUBBLICA;PM10;20201116;28;1
AR-REPUBBLICA;PM10;20201117;12;1
AR-REPUBBLICA;PM10;20201118;31;1
AR-REPUBBLICA;PM10;20201119;42;1
AR-REPUBBLICA;PM10;20201120;18;1
AR-REPUBBLICA;PM10;20201121;15;1
AR-REPUBBLICA;PM10;20201122;18;1
AR-REPUBBLICA;PM10;20201123;53;1
AR-REPUBBLICA;PM10;20201124;53;1
AR-REPUBBLICA;PM10;20201125;64;1
AR-REPUBBLICA;PM10;20201126;93;1
AR-REPUBBLICA;PM10;20201127;91;1
AR-REPUBBLICA;PM10;20201128;41;1
AR-REPUBBLICA;PM10;20201129;23;1
AR-REPUBBLICA;PM10;20201130;26;1
AR-REPUBBLICA;PM10;20201201;42;1
AR-REPUBBLICA;PM10;20201202;12;1
AR-REPUBBLICA;PM10;20201203;20;1
AR-REPUBBLICA;PM10;20201204;23;1
AR-REPUBBLICA;PM10;20201205;12;1
AR-REPUBBLICA;PM10;20201206;9;1
AR-REPUBBLICA;PM10;20201207;21;1
AR-REPUBBLICA;PM10;20201208;13;1
AR-REPUBBLICA;PM10;20201209;16;1
AR-REPUBBLICA;PM10;20201210;23;1
AR-REPUBBLICA;PM10;20201211;28;1
AR-REPUBBLICA;PM10;20201212;36;1
AR-REPUBBLICA;PM10;20201213;35;1
AR-REPUBBLICA;PM10;20201214;42;1
AR-REPUBBLICA;PM10;20201215;63;1
AR-REPUBBLICA;PM10;20201216;64;1
AR-REPUBBLICA;PM10;20201217;92;1
AR-REPUBBLICA;PM10;20201218;78;1
AR-REPUBBLICA;PM10;20201219;68;1
AR-REPUBBLICA;PM10;20201220;64;1
AR-REPUBBLICA;PM10;20201221;75;1
AR-REPUBBLICA;PM10;20201222;68;1
AR-REPUBBLICA;PM10;20201223;49;1
AR-REPUBBLICA;PM10;20201224;10;1
AR-REPUBBLICA;PM10;20201225;16;1
AR-REPUBBLICA;PM10;20201226;2;1
AR-REPUBBLICA;PM10;20201227;14;1
AR-REPUBBLICA;PM10;20201228;9;1
AR-REPUBBLICA;PM10;20201229;13;1
AR-REPUBBLICA;PM10;20201230;13;1
AR-REPUBBLICA;PM10;20201231;27;1
