STAZIONE;PARAMETRO;DATA ;MEDIA GIORNALIERA ;VALIDITA
LI-CARDUCCI;PM10;20210101;12;1
LI-CARDUCCI;PM10;20210102;7;1
LI-CARDUCCI;PM10;20210103;8;1
LI-CARDUCCI;PM10;20210104;11;1
LI-CARDUCCI;PM10;20210105;6;1
LI-CARDUCCI;PM10;20210106;8;1
LI-CARDUCCI;PM10;20210107;18;1
LI-CARDUCCI;PM10;20210108;21;1
LI-CARDUCCI;PM10;20210109;12;1
LI-CARDUCCI;PM10;20210110;8;1
LI-CARDUCCI;PM10;20210111;14;1
LI-CARDUCCI;PM10;20210112;33;1
LI-CARDUCCI;PM10;20210113;38;1
LI-CARDUCCI;PM10;20210114;24;1
LI-CARDUCCI;PM10;20210115;23;1
LI-CARDUCCI;PM10;20210116;22;1
LI-CARDUCCI;PM10;20210117;21;1
LI-CARDUCCI;PM10;20210118;35;1
LI-CARDUCCI;PM10;20210119;32;1
LI-CARDUCCI;PM10;20210120;17;1
LI-CARDUCCI;PM10;20210121;24;1
LI-CARDUCCI;PM10;20210122;23;1
LI-CARDUCCI;PM10;20210123;22;1
LI-CARDUCCI;PM10;20210124;18;1
LI-CARDUCCI;PM10;20210125;20;1
LI-CARDUCCI;PM10;20210126;22;1
LI-CARDUCCI;PM10;20210127;24;1
LI-CARDUCCI;PM10;20210128;NaN;0
LI-CARDUCCI;PM10;20210129;29;1
LI-CARDUCCI;PM10;20210130;28;1
LI-CARDUCCI;PM10;20210131;16;1
LI-CARDUCCI;PM10;20210201;13;1
LI-CARDUCCI;PM10;20210202;29;1
LI-CARDUCCI;PM10;20210203;17;1
LI-CARDUCCI;PM10;20210204;27;1
LI-CARDUCCI;PM10;20210205;32;1
LI-CARDUCCI;PM10;20210206;44;1
LI-CARDUCCI;PM10;20210207;41;1
LI-CARDUCCI;PM10;20210208;20;1
LI-CARDUCCI;PM10;20210209;19;1
LI-CARDUCCI;PM10;20210210;20;1
LI-CARDUCCI;PM10;20210211;27;1
LI-CARDUCCI;PM10;20210212;12;1
LI-CARDUCCI;PM10;20210213;10;1
LI-CARDUCCI;PM10;20210214;12;1
LI-CARDUCCI;PM10;20210215;24;1
LI-CARDUCCI;PM10;20210216;16;1
LI-CARDUCCI;PM10;20210217;22;1
LI-CARDUCCI;PM10;20210218;18;1
LI-CARDUCCI;PM10;20210219;17;1
LI-CARDUCCI;PM10;20210220;17;1
LI-CARDUCCI;PM10;20210221;18;1
LI-CARDUCCI;PM10;20210222;27;1
LI-CARDUCCI;PM10;20210223;43;1
LI-CARDUCCI;PM10;20210224;40;1
LI-CARDUCCI;PM10;20210225;40;1
LI-CARDUCCI;PM10;20210226;49;1
LI-CARDUCCI;PM10;20210227;69;1
LI-CARDUCCI;PM10;20210228;18;1
LI-CARDUCCI;PM10;20210301;20;1
LI-CARDUCCI;PM10;20210302;30;1
LI-CARDUCCI;PM10;20210303;29;1
LI-CARDUCCI;PM10;20210304;30;1
LI-CARDUCCI;PM10;20210305;34;1
LI-CARDUCCI;PM10;20210306;20;1
LI-CARDUCCI;PM10;20210307;17;1
LI-CARDUCCI;PM10;20210308;25;1
LI-CARDUCCI;PM10;20210309;20;1
LI-CARDUCCI;PM10;20210310;28;1
LI-CARDUCCI;PM10;20210311;26;1
LI-CARDUCCI;PM10;20210312;28;1
LI-CARDUCCI;PM10;20210313;30;1
LI-CARDUCCI;PM10;20210314;26;1
LI-CARDUCCI;PM10;20210315;21;1
LI-CARDUCCI;PM10;20210316;20;1
LI-CARDUCCI;PM10;20210317;20;1
LI-CARDUCCI;PM10;20210318;17;1
LI-CARDUCCI;PM10;20210319;14;1
LI-CARDUCCI;PM10;20210320;16;1
LI-CARDUCCI;PM10;20210321;14;1
LI-CARDUCCI;PM10;20210322;18;1
LI-CARDUCCI;PM10;20210323;22;1
LI-CARDUCCI;PM10;20210324;19;1
LI-CARDUCCI;PM10;20210325;22;1
LI-CARDUCCI;PM10;20210326;24;1
LI-CARDUCCI;PM10;20210327;17;1
LI-CARDUCCI;PM10;20210328;19;1
LI-CARDUCCI;PM10;20210329;26;1
LI-CARDUCCI;PM10;20210330;28;1
LI-CARDUCCI;PM10;20210331;30;1
LI-CARDUCCI;PM10;20210401;22;1
LI-CARDUCCI;PM10;20210402;20;1
LI-CARDUCCI;PM10;20210403;19;1
LI-CARDUCCI;PM10;20210404;14;1
LI-CARDUCCI;PM10;20210405;10;1
LI-CARDUCCI;PM10;20210406;19;1
LI-CARDUCCI;PM10;20210407;11;1
