STAZIONE;PARAMETRO;DATA;MEDIA GIORNALIERA ;VALIDITA
PO-FERRUCCI;PM10;20220101;104;1
PO-FERRUCCI;PM10;20220102;24;1
PO-FERRUCCI;PM10;20220103;17;1
PO-FERRUCCI;PM10;20220104;16;1
PO-FERRUCCI;PM10;20220105;14;1
PO-FERRUCCI;PM10;20220106;2;1
PO-FERRUCCI;PM10;20220107;7;1
PO-FERRUCCI;PM10;20220108;21;1
PO-FERRUCCI;PM10;20220109;17;1
PO-FERRUCCI;PM10;20220110;4;1
PO-FERRUCCI;PM10;20220111;8;1
PO-FERRUCCI;PM10;20220112;11;1
PO-FERRUCCI;PM10;20220113;9;1
PO-FERRUCCI;PM10;20220114;38;1
PO-FERRUCCI;PM10;20220115;62;1
PO-FERRUCCI;PM10;20220116;48;1
PO-FERRUCCI;PM10;20220117;57;1
PO-FERRUCCI;PM10;20220118;56;1
PO-FERRUCCI;PM10;20220119;46;1
PO-FERRUCCI;PM10;20220120;37;1
PO-FERRUCCI;PM10;20220121;29;1
PO-FERRUCCI;PM10;20220122;29;1
PO-FERRUCCI;PM10;20220123;50;1
PO-FERRUCCI;PM10;20220124;52;1
PO-FERRUCCI;PM10;20220125;NaN;0
PO-FERRUCCI;PM10;20220126;55;1
PO-FERRUCCI;PM10;20220127;59;1
PO-FERRUCCI;PM10;20220128;43;1
PO-FERRUCCI;PM10;20220129;33;1
PO-FERRUCCI;PM10;20220130;51;1
PO-FERRUCCI;PM10;20220131;50;1
PO-FERRUCCI;PM10;20220201;11;1
PO-FERRUCCI;PM10;20220202;38;1
PO-FERRUCCI;PM10;20220203;45;1
PO-FERRUCCI;PM10;20220204;51;1
PO-FERRUCCI;PM10;20220205;36;1
PO-FERRUCCI;PM10;20220206;25;1
PO-FERRUCCI;PM10;20220207;15;1
PO-FERRUCCI;PM10;20220208;20;1
PO-FERRUCCI;PM10;20220209;30;1
PO-FERRUCCI;PM10;20220210;27;1
PO-FERRUCCI;PM10;20220211;29;1
PO-FERRUCCI;PM10;20220212;12;1
PO-FERRUCCI;PM10;20220213;13;1
PO-FERRUCCI;PM10;20220214;36;1
PO-FERRUCCI;PM10;20220215;17;1
PO-FERRUCCI;PM10;20220216;26;1
PO-FERRUCCI;PM10;20220217;40;1
PO-FERRUCCI;PM10;20220218;36;1
PO-FERRUCCI;PM10;20220219;27;1
PO-FERRUCCI;PM10;20220220;27;1
PO-FERRUCCI;PM10;20220221;19;1
PO-FERRUCCI;PM10;20220222;15;1
PO-FERRUCCI;PM10;20220223;NaN;0
PO-FERRUCCI;PM10;20220224;30;1
PO-FERRUCCI;PM10;20220225;22;1
PO-FERRUCCI;PM10;20220226;5;1
PO-FERRUCCI;PM10;20220227;9;1
PO-FERRUCCI;PM10;20220228;15;1
PO-FERRUCCI;PM10;20220301;15;1
